deal_id,vendedor,regiao,segmento,valor,status,data_criacao,data_fechamento,ciclo_dias
DEAL-0276,Ana Silva,Sudeste,Enterprise,137463.66,Lost,2023-04-06,2023-06-23,78
DEAL-0277,Diego Lima,Norte,PME,93722.19,Won,2023-12-27,2024-03-08,72
DEAL-0278,Diego Lima,Sul,Mid-Market,135308.46,Lost,2023-03-11,2023-04-04,24
DEAL-0279,Eva Martins,Sudeste,Enterprise,14416.17,Won,2023-06-13,2023-09-21,100
DEAL-0280,Bruno Costa,Sudeste,Mid-Market,106531.79,Open,2023-03-22,2023-07-06,106
DEAL-0281,Bruno Costa,Centro-Oeste,PME,119849.52,Open,2023-04-25,2023-05-25,30
DEAL-0282,Eva Martins,Norte,Mid-Market,72773.85,Lost,2023-07-04,2023-09-27,85
DEAL-0283,Diego Lima,Nordeste,Enterprise,149941.28,Won,2023-02-14,2023-03-09,23
DEAL-0284,Carla Souza,Sul,Enterprise,23172.38,Lost,2023-07-29,2023-11-26,120
DEAL-0285,Eva Martins,Nordeste,PME,23608.52,Lost,2023-08-27,2023-12-07,102
DEAL-0286,Ana Silva,Nordeste,PME,130890.69,Lost,2023-03-08,2023-05-17,70
DEAL-0287,Bruno Costa,Sudeste,Mid-Market,140536.99,Won,2023-06-05,2023-07-11,36
DEAL-0288,Eva Martins,Sudeste,PME,97083.28,Won,2023-05-26,2023-06-20,25
DEAL-0289,Bruno Costa,Nordeste,Mid-Market,18547.12,Lost,2023-11-17,2024-01-09,53
DEAL-0290,Eva Martins,Sudeste,Mid-Market,109491.75,Open,2023-03-20,2023-04-25,36
DEAL-0291,Eva Martins,Sudeste,Mid-Market,16777.31,Open,2023-01-22,2023-05-22,120
DEAL-0292,Ana Silva,Centro-Oeste,Mid-Market,94625.72,Lost,2023-04-18,2023-08-09,113
DEAL-0293,Bruno Costa,Centro-Oeste,Enterprise,48803.65,Lost,2023-10-07,2023-11-28,52
DEAL-0294,Diego Lima,Centro-Oeste,Enterprise,27921.66,Open,2023-08-21,2023-09-14,24
DEAL-0295,Carla Souza,Sudeste,Enterprise,50324.46,Lost,2023-04-15,2023-06-12,58
DEAL-0296,Carla Souza,Norte,Enterprise,86439.43,Lost,2023-03-08,2023-06-28,112
DEAL-0297,Ana Silva,Sudeste,Enterprise,25427.26,Lost,2023-03-04,2023-04-22,49
DEAL-0298,Bruno Costa,Sudeste,Mid-Market,130469.59,Won,2023-11-12,2024-01-19,68
DEAL-0299,Eva Martins,Centro-Oeste,Enterprise,77248.5,Open,2023-06-10,2023-07-19,39
DEAL-0300,Eva Martins,Centro-Oeste,PME,142058.76,Won,2023-06-07,2023-08-24,78
DEAL-0301,Diego Lima,Nordeste,Mid-Market,12328.36,Lost,2023-04-21,2023-07-19,89
DEAL-0302,Ana Silva,Centro-Oeste,PME,6185.72,Won,2023-12-11,2024-02-24,75
DEAL-0303,Ana Silva,Centro-Oeste,PME,63471.84,Lost,2023-05-16,2023-09-01,108
DEAL-0304,Ana Silva,Centro-Oeste,Mid-Market,85217.32,Won,2023-10-19,2024-01-13,86
DEAL-0305,Eva Martins,Nordeste,PME,124670.14,Lost,2023-08-19,2023-12-09,112
DEAL-0306,Carla Souza,Nordeste,Enterprise,120260.1,Lost,2023-03-07,2023-04-03,27
DEAL-0307,Ana Silva,Sul,PME,63201.13,Lost,2023-03-15,2023-04-24,40
DEAL-0308,Diego Lima,Norte,Mid-Market,73692.9,Won,2023-03-12,2023-06-26,106
DEAL-0309,Bruno Costa,Centro-Oeste,Mid-Market,93894.88,Won,2023-09-21,2023-10-23,32
DEAL-0310,Eva Martins,Centro-Oeste,Mid-Market,125101.96,Won,2023-06-03,2023-09-01,90
DEAL-0311,Carla Souza,Sul,Enterprise,7412.36,Lost,2023-10-16,2023-12-08,53
DEAL-0312,Ana Silva,Nordeste,Enterprise,110172.01,Open,2023-10-26,2023-12-19,54
DEAL-0313,Eva Martins,Norte,Mid-Market,117543.49,Open,2023-05-16,2023-08-22,98
DEAL-0314,Eva Martins,Centro-Oeste,PME,81013.69,Lost,2023-01-27,2023-04-26,89
DEAL-0315,Ana Silva,Norte,PME,142489.75,Won,2023-12-15,2024-01-30,46
DEAL-0316,Bruno Costa,Centro-Oeste,Mid-Market,64879.22,Lost,2023-08-14,2023-10-08,55
DEAL-0317,Ana Silva,Norte,Mid-Market,111696.4,Open,2023-11-10,2024-01-24,75
DEAL-0318,Eva Martins,Centro-Oeste,Enterprise,101022.89,Won,2023-04-17,2023-07-12,86
DEAL-0319,Carla Souza,Sudeste,Mid-Market,54637.42,Open,2023-03-30,2023-06-11,73
DEAL-0320,Carla Souza,Norte,Enterprise,45455.93,Open,2023-09-05,2023-10-14,39
DEAL-0321,Carla Souza,Centro-Oeste,Enterprise,107223.3,Won,2023-05-28,2023-09-10,105
DEAL-0322,Eva Martins,Nordeste,Enterprise,46729.46,Open,2023-10-14,2024-02-07,116
DEAL-0323,Bruno Costa,Sudeste,PME,117094.33,Won,2023-07-22,2023-11-18,119
DEAL-0324,Carla Souza,Centro-Oeste,PME,138981.4,Won,2023-05-28,2023-09-11,106
DEAL-0325,Carla Souza,Norte,PME,140288.47,Lost,2023-04-14,2023-08-12,120
DEAL-0326,Eva Martins,Norte,Mid-Market,40156.42,Lost,2023-11-12,2024-02-29,109
DEAL-0327,Diego Lima,Sul,Mid-Market,52892.58,Won,2023-04-30,2023-05-21,21
DEAL-0328,Bruno Costa,Centro-Oeste,Mid-Market,146797.05,Open,2023-03-12,2023-03-27,15
DEAL-0329,Carla Souza,Sudeste,Enterprise,114607.1,Open,2023-09-01,2023-11-16,76
DEAL-0330,Eva Martins,Norte,Mid-Market,17971.8,Open,2023-11-27,2023-12-19,22
DEAL-0331,Ana Silva,Centro-Oeste,Enterprise,126452.71,Lost,2023-01-20,2023-02-26,37
DEAL-0332,Ana Silva,Sul,Enterprise,139275.76,Open,2023-04-06,2023-07-25,110
DEAL-0333,Carla Souza,Centro-Oeste,Mid-Market,147534.11,Won,2023-10-18,2024-01-18,92
DEAL-0334,Eva Martins,Centro-Oeste,Enterprise,141091.27,Lost,2023-10-06,2023-12-27,82
DEAL-0335,Diego Lima,Sudeste,Mid-Market,28561.67,Won,2023-04-09,2023-08-05,118
DEAL-0336,Eva Martins,Norte,PME,119661.31,Open,2023-04-06,2023-04-22,16
DEAL-0337,Eva Martins,Sudeste,PME,124913.52,Open,2023-11-09,2024-02-13,96
DEAL-0338,Diego Lima,Sudeste,PME,147344.35,Won,2023-07-25,2023-11-02,100
DEAL-0339,Carla Souza,Sudeste,Enterprise,69776.65,Lost,2023-01-04,2023-02-21,48
DEAL-0340,Carla Souza,Norte,PME,42925.21,Lost,2023-10-26,2024-02-10,107
DEAL-0341,Eva Martins,Sudeste,Mid-Market,28158.94,Lost,2023-12-08,2024-01-07,30
DEAL-0342,Eva Martins,Norte,PME,47780.45,Open,2023-03-02,2023-06-06,96
DEAL-0343,Eva Martins,Sudeste,Enterprise,113421.55,Won,2023-03-10,2023-05-25,76
DEAL-0344,Bruno Costa,Norte,Mid-Market,114815.83,Open,2023-12-26,2024-03-20,85
DEAL-0345,Carla Souza,Sul,Mid-Market,69778.46,Won,2023-11-02,2024-02-25,115
DEAL-0346,Bruno Costa,Nordeste,Mid-Market,135918.78,Open,2023-02-27,2023-03-21,22
DEAL-0347,Ana Silva,Norte,Mid-Market,80449.52,Won,2023-03-18,2023-04-23,36
DEAL-0348,Ana Silva,Centro-Oeste,PME,79004.43,Won,2023-10-26,2024-01-11,77
DEAL-0349,Diego Lima,Sudeste,Mid-Market,13371.83,Lost,2023-09-20,2023-11-27,68
DEAL-0350,Bruno Costa,Nordeste,PME,5437.24,Won,2023-01-12,2023-03-18,65
DEAL-0351,Ana Silva,Sul,Enterprise,14245.19,Won,2023-01-24,2023-04-03,69
DEAL-0352,Diego Lima,Sudeste,Enterprise,116500.95,Lost,2023-01-17,2023-03-09,51
DEAL-0353,Eva Martins,Norte,Mid-Market,103995.9,Lost,2023-08-18,2023-10-20,63
DEAL-0354,Eva Martins,Norte,Mid-Market,82902.48,Won,2023-06-28,2023-07-28,30
DEAL-0355,Diego Lima,Nordeste,Enterprise,146881.15,Open,2023-04-25,2023-05-10,15
DEAL-0356,Carla Souza,Norte,Enterprise,40889.25,Open,2023-09-30,2023-12-02,63
DEAL-0357,Diego Lima,Nordeste,PME,9671.51,Open,2023-04-07,2023-07-23,107
DEAL-0358,Diego Lima,Nordeste,Mid-Market,91121.9,Won,2023-05-04,2023-06-14,41
DEAL-0359,Diego Lima,Norte,Mid-Market,11414.33,Won,2023-12-27,2024-01-17,21
DEAL-0360,Eva Martins,Sudeste,PME,13184.39,Open,2023-04-22,2023-08-11,111
DEAL-0361,Carla Souza,Norte,Enterprise,117018.04,Lost,2023-10-22,2023-12-16,55
DEAL-0362,Carla Souza,Sul,Mid-Market,64966.23,Lost,2023-03-15,2023-06-22,99
DEAL-0363,Diego Lima,Nordeste,Enterprise,95769.0,Open,2023-10-30,2024-02-16,109
DEAL-0364,Eva Martins,Sudeste,Mid-Market,102344.67,Open,2023-01-25,2023-03-25,59
DEAL-0365,Eva Martins,Centro-Oeste,PME,59586.73,Won,2023-08-02,2023-10-08,67
DEAL-0366,Diego Lima,Sul,Mid-Market,25931.0,Open,2023-04-26,2023-06-18,53
DEAL-0367,Bruno Costa,Sudeste,PME,24443.45,Lost,2023-07-31,2023-10-07,68
DEAL-0368,Carla Souza,Sul,Mid-Market,70219.09,Won,2023-06-19,2023-09-24,97
DEAL-0369,Eva Martins,Sul,PME,102682.43,Won,2023-04-08,2023-04-29,21
DEAL-0370,Eva Martins,Norte,Enterprise,110024.26,Open,2023-04-07,2023-08-02,117
DEAL-0371,Bruno Costa,Norte,Mid-Market,136804.15,Won,2023-04-17,2023-06-13,57
DEAL-0372,Bruno Costa,Nordeste,Mid-Market,74443.53,Open,2023-03-02,2023-06-20,110
DEAL-0373,Carla Souza,Centro-Oeste,Enterprise,85051.5,Open,2023-04-15,2023-06-19,65
DEAL-0374,Eva Martins,Centro-Oeste,Enterprise,42926.44,Lost,2023-10-01,2024-01-07,98
DEAL-0375,Carla Souza,Norte,Enterprise,73076.11,Open,2023-02-20,2023-06-17,117
DEAL-0376,Bruno Costa,Sul,Enterprise,130292.3,Won,2023-06-10,2023-08-16,67
DEAL-0377,Bruno Costa,Norte,Enterprise,65548.82,Lost,2023-10-11,2024-01-08,89
DEAL-0378,Eva Martins,Sudeste,Enterprise,40630.85,Lost,2023-04-28,2023-06-30,63
DEAL-0379,Bruno Costa,Sudeste,PME,76136.36,Lost,2023-09-08,2023-12-24,107
DEAL-0380,Eva Martins,Sul,Mid-Market,31686.93,Lost,2023-03-13,2023-06-28,107
DEAL-0381,Ana Silva,Centro-Oeste,PME,101891.25,Open,2023-01-18,2023-02-11,24
DEAL-0382,Bruno Costa,Nordeste,Enterprise,26899.3,Won,2023-11-19,2024-01-02,44
DEAL-0383,Eva Martins,Centro-Oeste,Mid-Market,101679.44,Lost,2023-07-11,2023-08-02,22
DEAL-0384,Ana Silva,Sul,Mid-Market,84988.32,Won,2023-09-07,2023-09-24,17
DEAL-0385,Diego Lima,Norte,PME,7485.68,Open,2023-05-21,2023-08-12,83
DEAL-0386,Eva Martins,Sudeste,Enterprise,32830.15,Won,2023-02-19,2023-05-12,82
DEAL-0387,Diego Lima,Centro-Oeste,Mid-Market,59092.48,Lost,2023-05-17,2023-09-10,116
DEAL-0388,Ana Silva,Sul,PME,104186.04,Won,2023-05-05,2023-08-17,104
DEAL-0389,Ana Silva,Norte,PME,74020.74,Lost,2023-07-27,2023-09-28,63
DEAL-0390,Ana Silva,Nordeste,PME,53034.24,Lost,2023-09-13,2023-11-22,70
DEAL-0391,Eva Martins,Centro-Oeste,Enterprise,105381.72,Open,2023-04-28,2023-06-09,42
DEAL-0392,Eva Martins,Nordeste,Mid-Market,45654.09,Open,2023-01-24,2023-02-17,24
DEAL-0393,Bruno Costa,Nordeste,PME,50600.28,Open,2023-01-17,2023-02-23,37
DEAL-0394,Bruno Costa,Nordeste,PME,16155.94,Lost,2023-12-31,2024-04-29,120
DEAL-0395,Diego Lima,Norte,Mid-Market,83381.55,Open,2023-10-18,2023-12-21,64
DEAL-0396,Ana Silva,Centro-Oeste,PME,55149.63,Open,2023-02-10,2023-04-30,79
DEAL-0397,Eva Martins,Centro-Oeste,Enterprise,94010.46,Lost,2023-02-08,2023-04-07,58
DEAL-0398,Diego Lima,Norte,Enterprise,148924.95,Won,2023-01-16,2023-04-22,96
DEAL-0399,Diego Lima,Sul,Mid-Market,103555.75,Lost,2023-10-11,2023-12-13,63
DEAL-0400,Carla Souza,Norte,Enterprise,15658.47,Won,2023-06-01,2023-09-26,117
DEAL-0401,Carla Souza,Sudeste,PME,112250.02,Lost,2023-12-31,2024-04-24,115
DEAL-0402,Carla Souza,Sul,PME,69486.7,Open,2023-02-16,2023-03-03,15
DEAL-0403,Eva Martins,Centro-Oeste,PME,85762.83,Lost,2023-02-14,2023-03-24,38
DEAL-0404,Eva Martins,Sudeste,Enterprise,18494.32,Lost,2023-01-14,2023-02-09,26
DEAL-0405,Eva Martins,Norte,Mid-Market,117979.52,Lost,2023-01-07,2023-02-28,52
DEAL-0406,Carla Souza,Sudeste,Enterprise,29577.75,Open,2023-09-24,2023-10-30,36
DEAL-0407,Diego Lima,Sudeste,Enterprise,68028.06,Won,2023-09-10,2023-10-13,33
DEAL-0408,Diego Lima,Nordeste,Mid-Market,40755.56,Won,2023-02-09,2023-04-11,61
DEAL-0409,Diego Lima,Sudeste,Mid-Market,49175.41,Won,2023-04-11,2023-06-23,73
DEAL-0410,Diego Lima,Nordeste,PME,68832.32,Open,2023-07-14,2023-11-08,117
DEAL-0411,Diego Lima,Sudeste,PME,105817.38,Lost,2023-06-03,2023-07-29,56
DEAL-0412,Diego Lima,Nordeste,PME,105768.88,Won,2023-07-23,2023-09-16,55
DEAL-0413,Carla Souza,Sul,Mid-Market,118950.65,Won,2023-06-16,2023-08-18,63
DEAL-0414,Eva Martins,Sul,Mid-Market,31089.45,Open,2023-04-13,2023-07-12,90
DEAL-0415,Ana Silva,Centro-Oeste,Mid-Market,120664.4,Won,2023-08-25,2023-12-08,105
DEAL-0416,Bruno Costa,Centro-Oeste,Enterprise,40093.07,Lost,2023-09-13,2023-10-15,32
DEAL-0417,Diego Lima,Nordeste,Mid-Market,74489.03,Open,2023-02-07,2023-04-20,72
DEAL-0418,Carla Souza,Nordeste,Mid-Market,119654.53,Lost,2023-12-21,2024-02-27,68
DEAL-0419,Carla Souza,Norte,Mid-Market,40993.49,Won,2023-11-23,2023-12-18,25
DEAL-0420,Diego Lima,Sudeste,Enterprise,98529.52,Lost,2023-11-10,2023-11-30,20
DEAL-0421,Eva Martins,Nordeste,Mid-Market,37190.16,Won,2023-02-24,2023-03-12,16
DEAL-0422,Diego Lima,Nordeste,Mid-Market,59247.34,Won,2023-12-19,2024-03-16,88
DEAL-0423,Ana Silva,Sudeste,Enterprise,8561.58,Won,2023-09-14,2023-10-18,34
DEAL-0424,Carla Souza,Sudeste,Enterprise,110871.85,Open,2023-02-13,2023-03-14,29
DEAL-0425,Diego Lima,Sul,Enterprise,75024.27,Won,2023-08-22,2023-12-15,115
DEAL-0426,Ana Silva,Sul,Enterprise,48538.29,Won,2023-12-23,2024-03-04,72
DEAL-0427,Bruno Costa,Nordeste,PME,28831.34,Open,2023-11-28,2023-12-26,28
DEAL-0428,Diego Lima,Norte,Enterprise,66823.56,Won,2023-10-10,2023-11-14,35
DEAL-0429,Diego Lima,Sul,Mid-Market,100309.65,Won,2023-11-19,2023-12-27,38
DEAL-0430,Ana Silva,Norte,PME,67285.16,Lost,2023-11-11,2023-12-21,40
DEAL-0431,Eva Martins,Sul,Mid-Market,120421.17,Open,2023-05-23,2023-09-11,111
DEAL-0432,Carla Souza,Centro-Oeste,Mid-Market,71344.81,Won,2023-04-06,2023-06-06,61
DEAL-0433,Eva Martins,Sul,Enterprise,93639.72,Lost,2023-11-24,2024-01-18,55
DEAL-0434,Carla Souza,Nordeste,Mid-Market,122992.05,Lost,2023-06-30,2023-09-11,73
DEAL-0435,Carla Souza,Sul,PME,22089.94,Won,2023-02-13,2023-05-25,101
DEAL-0436,Eva Martins,Norte,Mid-Market,61327.17,Won,2023-07-11,2023-10-22,103
DEAL-0437,Bruno Costa,Nordeste,PME,97147.74,Won,2023-07-16,2023-09-23,69
DEAL-0438,Diego Lima,Nordeste,PME,50614.1,Won,2023-09-08,2023-10-29,51
DEAL-0439,Diego Lima,Nordeste,Mid-Market,33293.63,Lost,2023-07-03,2023-07-19,16
DEAL-0440,Diego Lima,Centro-Oeste,PME,76300.25,Lost,2023-12-01,2024-02-17,78
DEAL-0441,Carla Souza,Sul,Enterprise,115353.21,Won,2023-02-12,2023-05-10,87
DEAL-0442,Eva Martins,Centro-Oeste,Mid-Market,118207.33,Won,2023-04-26,2023-07-18,83
DEAL-0443,Eva Martins,Sudeste,Mid-Market,43843.89,Lost,2023-09-19,2023-10-18,29
DEAL-0444,Diego Lima,Sul,Mid-Market,84221.22,Open,2023-01-22,2023-05-14,112
DEAL-0445,Ana Silva,Centro-Oeste,Enterprise,131847.43,Won,2023-12-01,2024-03-21,111
DEAL-0446,Ana Silva,Norte,PME,130467.12,Won,2023-06-28,2023-10-25,119
DEAL-0447,Diego Lima,Norte,Mid-Market,108059.32,Lost,2023-10-29,2024-02-09,103
DEAL-0448,Ana Silva,Nordeste,Enterprise,35006.69,Won,2023-03-13,2023-07-06,115
DEAL-0449,Carla Souza,Sudeste,Mid-Market,29414.72,Lost,2023-09-30,2023-11-19,50
DEAL-0450,Ana Silva,Norte,Enterprise,103498.4,Open,2023-05-17,2023-08-05,80
DEAL-0451,Bruno Costa,Norte,PME,23398.78,Open,2023-01-31,2023-03-22,50
DEAL-0452,Diego Lima,Centro-Oeste,PME,115413.67,Open,2023-12-31,2024-02-25,56
DEAL-0453,Diego Lima,Sul,Mid-Market,65062.64,Won,2023-10-23,2024-01-26,95
DEAL-0454,Carla Souza,Centro-Oeste,Enterprise,45342.72,Lost,2023-02-17,2023-04-24,66
DEAL-0455,Ana Silva,Centro-Oeste,Mid-Market,117249.62,Won,2023-06-17,2023-09-14,89
DEAL-0456,Eva Martins,Centro-Oeste,PME,14182.95,Lost,2023-12-07,2024-03-20,104
DEAL-0457,Carla Souza,Sudeste,Mid-Market,43937.84,Won,2023-08-08,2023-12-06,120
DEAL-0458,Carla Souza,Sul,PME,75374.0,Lost,2023-10-23,2023-11-23,31
DEAL-0459,Ana Silva,Norte,Enterprise,71639.36,Open,2023-02-20,2023-05-26,95
DEAL-0460,Bruno Costa,Sudeste,PME,67030.9,Open,2023-08-22,2023-09-06,15
DEAL-0461,Carla Souza,Norte,PME,41306.45,Open,2023-05-21,2023-06-16,26
DEAL-0462,Bruno Costa,Centro-Oeste,Mid-Market,106419.0,Won,2023-07-22,2023-10-25,95
DEAL-0463,Ana Silva,Norte,Mid-Market,35946.07,Won,2023-02-16,2023-06-01,105
DEAL-0464,Carla Souza,Sul,Enterprise,6346.61,Open,2023-04-26,2023-07-16,81
DEAL-0465,Ana Silva,Sul,PME,38197.3,Lost,2023-12-22,2024-01-22,31
DEAL-0466,Bruno Costa,Norte,PME,24883.75,Open,2023-06-10,2023-08-11,62
DEAL-0467,Diego Lima,Sudeste,Mid-Market,99252.93,Won,2023-09-29,2023-12-25,87
DEAL-0468,Eva Martins,Centro-Oeste,PME,138384.65,Open,2023-04-20,2023-07-24,95
DEAL-0469,Diego Lima,Sudeste,Enterprise,22857.8,Won,2023-02-14,2023-03-13,27
DEAL-0470,Ana Silva,Norte,Mid-Market,45160.31,Won,2023-06-11,2023-10-05,116
DEAL-0471,Ana Silva,Sudeste,PME,46313.52,Open,2023-11-04,2024-02-03,91
DEAL-0472,Carla Souza,Sul,PME,113437.33,Lost,2023-09-23,2023-12-24,92
DEAL-0473,Eva Martins,Sul,Mid-Market,77439.47,Won,2023-09-11,2023-11-14,64
DEAL-0474,Eva Martins,Centro-Oeste,Enterprise,24137.52,Open,2023-01-07,2023-03-09,61
DEAL-0475,Ana Silva,Sul,Mid-Market,73297.12,Won,2023-10-07,2024-01-17,102
DEAL-0476,Ana Silva,Centro-Oeste,Mid-Market,10774.89,Won,2023-02-04,2023-02-20,16
DEAL-0477,Diego Lima,Centro-Oeste,PME,116230.95,Open,2023-05-27,2023-08-30,95
DEAL-0478,Ana Silva,Sudeste,PME,27138.66,Lost,2023-11-24,2024-02-15,83
DEAL-0479,Carla Souza,Centro-Oeste,Mid-Market,27529.68,Open,2023-09-19,2023-10-30,41
DEAL-0480,Ana Silva,Sudeste,Mid-Market,103753.07,Open,2023-11-21,2024-03-12,112
DEAL-0481,Bruno Costa,Sul,Enterprise,39602.42,Open,2023-08-12,2023-11-28,108
DEAL-0482,Bruno Costa,Sul,PME,12979.15,Lost,2023-03-01,2023-05-13,73
DEAL-0483,Carla Souza,Nordeste,Mid-Market,28755.73,Open,2023-12-29,2024-01-30,32
DEAL-0484,Carla Souza,Sul,PME,113717.58,Lost,2023-05-13,2023-06-18,36
DEAL-0485,Carla Souza,Nordeste,Mid-Market,80958.86,Lost,2023-06-21,2023-10-17,118
DEAL-0486,Diego Lima,Nordeste,PME,57217.96,Lost,2023-02-09,2023-04-28,78
DEAL-0487,Eva Martins,Sul,PME,19921.21,Won,2023-07-08,2023-08-12,35
DEAL-0488,Bruno Costa,Sul,Enterprise,130124.63,Won,2023-09-18,2023-10-03,15
DEAL-0489,Ana Silva,Nordeste,Mid-Market,30949.34,Open,2023-07-06,2023-09-08,64
DEAL-0490,Carla Souza,Sudeste,PME,40998.16,Won,2023-12-02,2024-02-08,68
DEAL-0491,Ana Silva,Norte,PME,102632.23,Won,2023-10-20,2023-12-21,62
DEAL-0492,Diego Lima,Sudeste,Enterprise,14994.33,Open,2023-09-22,2023-10-12,20
DEAL-0493,Bruno Costa,Sudeste,Mid-Market,6155.53,Lost,2023-06-17,2023-07-13,26
DEAL-0494,Eva Martins,Centro-Oeste,PME,72269.37,Lost,2023-06-05,2023-09-22,109
DEAL-0495,Diego Lima,Sul,PME,26832.12,Open,2023-10-07,2024-01-27,112
DEAL-0496,Ana Silva,Sudeste,PME,105551.82,Lost,2023-10-05,2023-12-03,59
DEAL-0497,Ana Silva,Norte,Mid-Market,110446.18,Open,2023-12-03,2024-02-04,63
DEAL-0498,Bruno Costa,Sudeste,PME,13684.79,Lost,2023-05-02,2023-07-09,68
DEAL-0499,Carla Souza,Centro-Oeste,Mid-Market,80365.09,Open,2023-01-23,2023-03-08,44
DEAL-0500,Diego Lima,Sul,Mid-Market,24359.51,Won,2023-02-13,2023-05-13,89
